Summary,Series
"The ISS Shenzhou is given the coordinates of the resistance leadership, and ordered to kill them all. Burnham and Tyler travel as a landing party themselves and instead surrender to the resistance in hopes of learning how the Klingons of this universe have learned to work with other species; they find that the Mirror version of Voq is the resistance leader. Burnham offers to give the group time to escape before their base is destroyed, and Mirror Sarek confirms that she can be trusted after connecting to her mind. Listening to Voq triggers Tyler's programming, and he has to be restrained. Back on the ship, he reveals to Burnham that he now knows he was once Voq, and that he underwent surgery to appear human and infiltrate Starfleet. She has him beamed into space, where he is picked up by the USS Discovery. Saru and Tilly imprison him, having earlier found the body of Culber. They also unsuccessfully attempted to heal Stamets, who has not been the same since his last spore jump and Culber's death. Burnham is reprimanded for not killing the resistance leaders by the Emperor—the Mirror version of Georgiou.",DIS
"Burnham and Lorca are summoned to the ISS Charon, the imperial flagship. Georgiou sends Lorca to a torturous agony booth, and has dinner with Burnham. Stamets finds himself within the mycelial network with the consciousness of his Mirror counterpart, learning that the network has been corrupted by the Mirror Stamets' experiments. Stamets encounters a representation of Culber and accepts his loss, before waking up from his trance. He discovers that his spore collection has been infected. Georgiou laments allowing Lorca to become a father figure to Burnham, only for the pair to fall in love and plot to overthrow her. She plans to execute Burnham, who reveals the truth about being from another universe. Explaining how they had crossed over, Georgiou trades the spore drive's schematics for information on alternative ways to cross between universes, which leads Burnham to realize that the Lorca she knows is actually originally from the Mirror Universe and has been manipulating events to get back to Mirror Universe while also getting close to her. Lorca escapes from the agony booth.",DIS
"Lorca frees his old crew, who have been tortured since his disappearance, and with the help of Mirror Stamets they are able to kill those loyal to Georgiou and usurp her throne. She goes into hiding, while Burnham also evades capture and contacts the Discovery. They agree to a plan in which Burnham lowers the containment field around a large energy source in the ISS Charon that originated from the mycelial network. The Discovery will then arrive to destroy the energy source, causing an explosion which they can ride into the mycelial network through which Stamets could navigate them back to their own universe. Georgiou agrees to help Burnham and they attack Lorca's group. Rejected and defeated by Burnham, Lorca is then killed by Georgiou who offers to sacrifice herself to allow Burnham's escape. The latter instead decides to take Georgiou with her as they are beamed to the Discovery and the Charon is destroyed. Back in their original universe, the Discovery crew learn that they have arrived nine months after they left, and, in the meantime, the Klingons have nearly won the war.",DIS
"The Discovery is boarded by Cornwell and Sarek, who explain that the Klingon houses remain divided and fight between themselves to see which can destroy more Federation assets. The only safe refuge for Starfleet beyond Earth is now Starbase 1, and they warp there with Cornwell assuming command. After emergency surgery performed by L'Rell, Tyler now has his personality back, but can still access Voq's memories; Burnham is unable to forgive his actions as Voq and rejects him. The crew finds Starbase 1 conquered by a Klingon house, and the remainder of Starfleet's command withdraws to protect Earth. Georgiou tells Burnham that she defeated the Klingons in the Mirror Universe with a surprise attack on their homeworld of Qo'noS, and Cornwell agrees to replicate that now. To jump into Klingon territory, Stamets terraforms a desolate moon to grow a new crop of spores so they can use the spore drive. Georgiou tells Sarek and Cornwell of other essential information she has, and they have her pose as this universe's original Captain Georgiou to lead the mission.",DIS
"Tyler suggests that a drone enter Qo'noS's underground, dormant volcanic system to covertly search the planet for targets. Discovery jumps to a cave near the system's entrance, and a party of Georgiou, Burnham, Tilly, and Tyler pose as traders visiting an Orion outpost on the planet. Tilly discovers that the volcanic system they are targeting is active, and that the ""drone"" Georgiou has is a hydro-bomb. Burnham confronts Cornwell, who admits that detonating the bomb in the active volcano will annihilate all life on Qo'noS and win the war for the Federation. Burnham insists that Starfleet not commit genocide, and convinces Georgiou to give up the detonator in exchange for her freedom. They give the detonator to L'Rell, who uses the threat of mass destruction to unite the Klingon houses under her leadership and end the war. The Discovery crew are hailed as heroes, and Burnham is issued a full pardon and restored to the rank of commander. Tyler chooses to remain with L'Rell. As Discovery warps to Vulcan to pick up its new captain, the crew receive a distress call from Captain Pike of the USS Enterprise.",DIS
"En route to the planet Vulcan to pick up its new captain after Gabriel Lorca betrayed the crew during the Federation–Klingon War, the USS Discovery receives a distress call from the USS Enterprise. Captain Christopher Pike takes emergency command of Discovery, explaining that the Enterprise suffered catastrophic damage while investigating seven mysterious signals scattered across the galaxy. Six of the signals have since disappeared, and when Discovery arrives at the location of the seventh it disappears as well. There, the crew discovers the wreckage of the USS Hiawatha, which had been believed lost during the war, on an asteroid composed of non-baryonic matter. Inside they find chief engineer Jett Reno nursing the last survivors. While helping them off the asteroid, commander Michael Burnham sees what she describes as a ""red angel"". Burnham visits the Enterprise to search the quarters of her foster brother Spock, who Pike reveals is on a leave of absence from Starfleet. She discovers a file from Spock's personal log that describes nightmares of the seven signals that he has had since childhood.",DIS
"Burnham confronts Pike with Spock's personal log entry. He reveals that Spock committed himself to a psychiatric unit one week after taking leave and requested that Starfleet not inform her or their parents. Discovery detects another of the signals and uses its experimental spore drive to travel to it, finding the planet Terralysium with a previously unknown human population. A looped transmission suggests that the population departed Earth sometime during World War III. Pike and Burnham lead an away team to the surface, finding a primitive society with a religion combining multiple human faiths. As the investigation continues, an anomaly produces an extinction-level radiation shower. Ensign Silvia Tilly, acting on a fellow ensign's advice, uses a sample from the asteroid's non-baryonic matter to avert the catastrophe. Tilly later recognizes the ensign as May Ahearn, a high school classmate of hers who died five years earlier. Pike reviews footage from a helmet camera, belonging to a founding member of the society, which shows the Red Angel bringing the population to Terralysium from Earth.",DIS
"Amanda Grayson, Spock's mother and Burnham's adoptive mother, learns that Spock has escaped the psychiatric unit and is wanted for murdering three doctors. She steals his medical records and takes them to Discovery for decryption. Grayson recognizes a drawing in the records from Spock's childhood art: the Red Angel. Burnham admits to emotionally hurting Spock when they were young to protect him from Vulcan's logic extremists. On Qo'noS, Klingon house leader Kol-Sha threatens to kill Starfleet Officer Ash Tyler—formerly the Klingon Voq—and the Klingon Empire's leader L'Rell for having a secret child together. The pair kill Kol-Sha with the help of Philippa Georgiou, the Empress of the Mirror Universe's Terran Empire who is now an agent of Starfleet's secretive Section 31. In a ruse to consolidate power, L'Rell convinces the Klingon High Council that Tyler and the baby are dead. Georgiou delivers the baby to a monastery and recruits Tyler to Section 31. Burnham and Engineer Paul Stamets use dark matter to remove a parasite from Tilly that caused her hallucination of May.",DIS
"A living, intelligent, planetoid-sized Sphere pulls Discovery out of warp and immobilizes it. The crew surmises that the Sphere is well-intentioned and has gathered gargantuan amounts of data from all over the galaxy that it does not want to be lost before it dies. However, the Sphere's hold on Discovery triggers the Vahar'ai in Commander Saru, a fatal condition to his species, the Kelpiens. The Sphere transmits its information to the crew and dies, releasing Discovery so that it will not be caught in the ensuing explosion. Saru asks Burnham to help him prepare for his death by removing his threat ganglia, which sense danger. However, they fall out on their own and leave Saru healthy and living without the overwhelming fear that his species is known for. Meanwhile, the parasite attaches itself to Tilly again, once again accessing her memories to communicate as a hallucination of May. The parasite claims Discovery has nearly destroyed its ecosystem by using its species' mycelial network to jump through space with the spore drive. It then consumes Tilly, leaving no trace of her.",DIS
"Stamets and Burnham conclude that Tilly has been taken into the mycelial network. She wakes up there with the May parasite, who wants her to help stop a ""monster"" that is ravaging their world. Discovery finds the shuttle that Spock used to escape the psychiatric unit only to discover Georgiou onboard. Section 31 Captain Leland assigns Tyler to Discovery as a liaison to ensure that Discovery does not interfere with Section 31's own investigation into Spock. Discovery conducts a half-jump into the mycelial network to give Stamets and Burnham limited time to find Tilly before the network consumes the ship. Burnham and Stamets discover the monster is Stamets' husband, Hugh Culber, the former Discovery Medical Officer who was murdered by Tyler during the war. Stamets was connected to the network when Culber died, allowing Culber's energy to be recreated by the spores. Burnham now convinces May to use the parasite cocoon on Discovery, through which Tilly was transported into the network, to rebuild Culber's body in normal space. They leave the network with Culber and Tilly.",DIS
"Another of the mysterious signals leads Discovery to Saru's homeworld of Kaminar, where the fearful Kelpiens are preyed upon by predators called the Ba'ul who demand that Pike surrender Saru to them since Starfleet has agreed to stay out of the conflict between the two species. Pike refuses, but Saru turns himself over to prevent a fight. Tilly works with technologically-augmented Lieutenant Commander Airiam to sift through the Sphere's information on Kaminar: they learn that the fearless, post Vahar'ai Kelpiens were once Kaminar's dominant species and nearly eradicated the Ba'ul. The latter were only able to survive by using their superior technology to cull Kelpiens before they lose their threat ganglia and become fearless. Pike uses the Ba'ul's technology to trigger Vahar'ai in all Kelpiens, hoping the two species can instead work towards a peaceful solution once the Kelpiens are freed. The Ba'ul retaliate to Starfleet's actions by attempting genocide on the Kelpiens, but are stopped by the Red Angel, whom Saru sees is a humanoid wearing a highly-advanced suit.",DIS
"Discovery is confronted by a time anomaly while researching the Red Angel's signal over Kaminar. Pike and Tyler investigate the anomaly in a shuttlecraft, sending a probe into it. That same probe soon returns through the anomaly having been upgraded with future technology. It attacks the shuttle, and secretly infects Airiam's augmentations using the shuttle's computer system. Pike and Tyler destroy the probe with Stamets's help, as his exposure to the mycelial network allows him to ignore the time discrepancies in the anomaly. Meanwhile, Burnham visits Vulcan as she continues to search for Spock. Confronting Grayson, Burnham learns that their mother has been hiding Spock, who is in psychological distress and is repeating phrases and a series of numbers. Their father Sarek instructs Burnham to trust Starfleet and take Spock to Section 31 to fix his mind. Section 31's doctors claim that they can help him, but Georgiou warns her that Spock will not survive the memory extractor that Section 31 plans to use on him. Georgiou helps Burnham stage an attack that allows Burnham and Spock to escape the ship.",DIS
"Previously, the Enterprise visited the planet Talos IV where Pike and Spock met the Talosians, beings that can create incredible illusions. Pike fell in love with Vina, an injured Federation crewman in the Talosians' care, but she was unable to leave the planet due to the Talosians' abilities keeping her alive. Pike chose to return to the Enterprise, and Starfleet banned future visits to Talos IV.[a] In the present, Burnham and Spock secretly travel to Talos IV, where the Talosians heal Spock's mind in exchange for Burnham's memories of emotionally scarring Spock which they are interested in observing. Spock reveals that he mind-melded with the Red Angel, a time traveller trying to avert a galactic catastrophe in the future. Stamets attempts to reconnect with Culber, who is going through an identity crisis since his resurrection. Culber confronts Tyler, but realizes that the latter is going through a similar crisis. Discovery collects Spock and Burnham, and they escape while Section 31 is distracted by illusions created by the Talosians.",DIS
"Starfleet Admiral Katrina Cornwell secretly boards Discovery to interrogate Spock and brings video footage depicting Spock murdering the three doctors. Saru discovers that Section 31 faked the footage using holograms, and Cornwell directs Discovery to Section 31 headquarters where Starfleet's Control artificial intelligence is kept. Control is behind the forgery and has been directing Section 31 to pursue Spock. Burnham, Security Officer Nahn, and Airiam beam into the headquarters to find the personnel, including Section 31's leadership, dead after Control turned off life-support systems. Airiam is tasked with restoring Control to Starfleet's intended purpose, but the virus from the future she carries is actually Control itself and instead attempts to upload the Sphere's knowledge of all artificial intelligence into Control's database. Airiam asks to be ejected into space before Control gains the knowledge it wishes; Burnham hesitates, but Commander Nhan jettisons Airiam before it is too late. Airiam dies reliving her favorite memory from before she was technologically-augmented.",DIS
"While preparing for Airiam's funeral, her system is purged of the Control virus along with all other Control systems around Starfleet. While doing this, Tilly discovers a bio-neural scan of the Red Angel in Airiam's code that matches Burnham. Leland reveals that Section 31 built the Red Angel time travel suit twenty years ago in a temporal-arms race with the Klingons and that Burnham's biological parents had been part of that program. Leland's carelessness at the time led to their deaths. The crew now plan to use Burnham as bait for the Red Angel. Discovery travels to Essof IV, where there is enough energy to power their trap. Burnham is left out in the planet's unbreathable atmosphere until the Red Angel appears. Leland's Section 31 ship can close the wormhole behind the Red Angel to stop the future version of Control from following her through, though Leland is attacked by the present day version of Control which is still active within his ship. The Red Angel is caught in the trap and revives the momentarily dead Burnham, who recognizes the figure as her mother.",DIS
"When the Burnhams' laboratory was attacked by Klingons years ago, Michael's mother donned the experimental time travel suit to go back in time an hour and warn them of the coming attack. She instead arrived 950 years in the future to find all sentient life destroyed by Control. Tethering herself to a nearby planet, Dr. Burnham made over 840 attempts to change the future, including moving humans to her new planet, Terralysium, to test how she can change history. Trying to stop Control from gaining the Sphere's data, Dr. Burnham was responsible for directing the Sphere to cross paths with the Discovery. Now, the Discovery crew plans to upload the Sphere data into the suit and send it to the future where Control cannot access it while keeping Dr. Burnham in the present, but a Control-possessed Leland intercepts their download. Georgiou and Tyler confront Leland, with Tyler gravely injured but able to warn Discovery. The crew is forced to cut the transmission short and release Dr. Burnham back to the future, with the suit now damaged. Control-Leland escapes with half of the Sphere data.",DIS
"A new signal appears over Boreth, a planet which is sacred to Klingons and has a monastery where Klingon monks guard time crystals. These are the same monks that Tyler and L'Rell left their son to be raised by. Pike visits the monastery to retrieve a time crystal and finds that their son is now a fully grown adult named Tenavik. Tenavik explains that life on Boreth is affected by the crystals and that if Pike takes one, he will not be able to change the future that it shows him. Pike sees a future where he is severely disabled in an accident but chooses to take the crystal anyway to serve the greater good. Meanwhile, Burnham and Spock investigate a Section 31 ship that had checked in ten minutes later than usual and find all of the crew dead except for one, Kamran Gant, an old colleague of Burnham's who has been possessed by Control and attempts to transfer Control into Burnham's body. Spock is able to stop Control with magnetism, and they escape back to Discovery. The Section 31 fleet soon arrives, forcing Pike to order Discovery be destroyed to keep the Sphere data away from Control.",DIS
"Part 1 : Discovery escapes and rendezvous with the Enterprise. The Discovery crew is evacuated onto the other starship, and they initiate the Discovery's self-destruct sequence, but the Sphere data takes control of Discovery's systems and prevents this from happening. It also defends itself from torpedoes. Burnham proposes that the time crystal be used to take Discovery itself to the future where Control cannot get to it, and plans to wear a copy of her mother's suit to lead the ship there. Pike agrees and resumes command of the Enterprise to keep Control distracted. A new signal appears, leading Discovery and Enterprise to the planet Xahea which is ruled by Tilly's friend Queen Me Hani Ika Hali Ka Po. A brilliant engineer, Po helps Stamets, Tilly, and Reno prepare the suit and time crystal for the journey. Some of the Discovery's crew choose to stay with Burnham, as does Georgiou, while Pike makes Saru acting captain. As the Section 31 fleet arrives, Discovery and Enterprise prepare for battle while the suit and time crystal are finalized. Part 2 : Tyler retrieves the Klingon fleet to assist in the battle, while Siranna arrives with Ba'ul fighters after receiving a farewell message from Saru. Stamets is seriously injured and is cared for by Culber. A Section 31 torpedo penetrates the Enterprise without detonating, and Cornwell seals off the surrounding area which prevents further damage when a secondary detonation kills her. Control-Leland boards Discovery and is defeated when Georgiou magnetizes the nanites in his body, allowing Section 31's fleet to be destroyed. In the suit, Burnham travels to the past and sets the five signals that led them to this point. She then sets a sixth for Discovery to follow as she travels forward over 900 years, and promises to set a seventh when they arrive. The Enterprise tell Starfleet that Discovery was destroyed in the battle and are ordered to never speak of it or the crew again (on Spock's recommendation, to prevent another incident like Control). Tyler is placed in command of Section 31. Months later, the Enterprise detects the seventh signal as it begins a new adventure.",DIS
"After traveling to the future to protect the intelligent Sphere data from Control, a rogue artificial intelligence destined to destroy all sentient life, Michael Burnham arrives in the year 3188 and learns that she was successful—life exists in this future. Burnham crashes into the ship of Cleveland ""Book"" Booker, a courier transporting stolen cargo. He explains that in an event called ""The Burn"", most of the galaxy's dilithium (the element used by starships to travel at warp speeds) exploded, destroying many starships including most of Starfleet. Now the galaxy is disconnected and is no longer governed by the United Federation of Planets. Burnham helps Book protect his cargo, an endangered trance worm that he is taking to a sanctuary, from other couriers. In exchange, Book takes her to a seemingly abandoned Federation space station where they find Aditya Sahil, a ""Federation liaison"" waiting in the hope that a Starfleet officer would come to the station one day. Burnham gives him an acting Starfleet commission. Sahil is unable to locate the USS Discovery, which was traveling to the future with Burnham.",DIS
"The USS Discovery crash-lands on a glacier. The ship is damaged and crewmembers are wounded, including helm officer Keyla Detmer. Acting captain Saru decides to repair the ship before exploring the outside world, but they learn that they are missing resources that they require to complete the repairs. Saru and ensign Silvia Tilly go to a nearby settlement to get the resources they need and find a group of poor miners being oppressed by a courier named Zareh. The miners use programmable matter to help Discovery in exchange for some of the ship's dilithium, which would allow them to leave the planet and escape Zareh. However, Zareh arrives and attacks the group, killing one of the miners and planning to take all of Discovery's dilithium. He is stopped when Phillipa Georgiou—the former Emperor of the Mirror Universe's Terran Empire and now Starfleet agent—overpowers Zareh and his men. The crew return to Discovery with the resources they need, but the glacier's parasitic ice has encased the ship and it is unable to take off until Burnham arrives and frees them with Book's ship.",DIS
"With Sahil not able to locate the Discovery in 3188, Burnham becomes a courier and works with Book, searching for clues about the fate of the Federation. She finds a transmission from Admiral Senna Tal from Earth, but they are unable to travel there with their limited dilithium. After a year, Discovery arrives in the future and Burnham finds them in the glacier. Saru becomes the new captain, and Discovery's dilithium is stored on Book's cloaked ship, which he parks in their docking bay, for safety. Using Discovery's advanced spore drive, they travel to Earth and find it no longer part of the Federation. Investigators from the United Earth Defense Force board Discovery and explain that Tal is dead. They are all attacked by dilithium bandits who the EDF attempt to destroy until Burnham and Book trick the bandits, capturing their leader Wen. In negotiations between Wen and EDF Captain Ndoye, the two sides realize that they can help each other and prevent further fighting. A young human investigator named Adira is identified as the host of Tal's Trill symbiont and is connected to his memories.",DIS
"As a human host to a Trill symbiont, Adira cannot remember becoming the host of the Tal symbiont, and cannot access the memories of previous hosts such as Senna. Burnham takes them to the Trill homeworld in hopes that the Trill can help unlock their memories. The Trill are also no longer part of the Federation, but welcome Discovery due to their need for new symbiont hosts. However, many Trill refuse to believe that a non-Trill could host a symbiont, and Adira is turned away. A group of Trill attempt to kill Adira and take the symbiont, but Burnham stops them and a friendly Trill, Guardian Xi, offers to help. At the sacred Caves of Mak'ala, Xi and Burnham help Adira connect to Tal's memories: when Senna died, Tal was transferred to Gray, Adira's Trill boyfriend. However, Gray was killed shortly thereafter and Adira offered to become the new host to save Tal and the memories of all previous hosts. After gaining access to Tal's memories, Adira is able to communicate with Gray's consciousness. Meanwhile, Saru attempts to improve crew morale with the help of Dr. Hugh Culber.",DIS
"Using Senna's memories, Adira guides Discovery to Starfleet headquarters. Starfleet Commander-in-Chief Charles Vance asks for Burnham, Saru, and Adira to beam over to the base, where Adira is taken away for medical testing. Vance informs Saru and Burnham that the crew will be interrogated and reassigned while their ship is studied, which Saru agrees to in hopes of earning the trust of Starfleet. Realizing that Starfleet is dealing with a health crisis that could be solved through the seed archives aboard the USS Tikhov, Burnham receives approval from Vance to take the Discovery crew there with the spore drive and retrieve the seeds. They find the occupants of the Tikhov dead except for a man who is fatally injured. He is the same species as security officer Nhan, who decides to remain with the Tikhov to ensure he and his family receive a proper burial. Discovery returns to Starfleet with the seeds, and an antidote for the health crisis is synthesized. Due to this success, Vance agrees that the Discovery crew may remain together but insists that they answer to him.",DIS
"The Discovery is upgraded to utilize 32nd century technology, including programmable matter. Vance sends other Starfleet ships on various missions across the remaining Federation space, but orders Discovery to remain at the ready for any rapid-response missions. Book's ship arrives carrying a three-week-old message from him about a new discovery he has made: the black box for a Starfleet ship that was destroyed in the Burn. Burnham believes that she can use this black box to trace the origin of the Burn, but Saru orders her to remain on the Discovery in case Vance needs them. Burnham agrees, but then disobeys Saru's order by taking Georgiou in Book's ship to go find him. On the salvage planet Hunhau, Georgiou poses as a buyer looking for rare ship pieces while Burnham looks for Book. They stage a prison break for the servants working at the salvage yards, allowing their escape with Book and the black box. When they return, Burnham is reprimanded by Vance for disobeying orders and Saru demotes Burnham from her position as his first officer.",DIS
"After studying several black boxes, Burnham believes she can find the source of the Burn with data from Project SB-19, a possible space travel alternative to dilithium developed by the unified Vulcan and Romulan people on Ni'Var (formerly the planet Vulcan). The Ni'Varians believe SB-19 caused the Burn and do not want to give the data to the Federation, whom they have left. Vance believes Burnham can convince the Ni-Varians otherwise since her brother, Spock, had begun the process of unifying the Vulcans and Romulans hundreds of years earlier. At Ni'Var, Burnham invokes T'Kal-in-ket, a Vulcan trial intended to verify her scientific claim to the SB-19 data. She is represented by her mother Gabrielle, who was previously trapped in the future and has since joined the Qowat Milat, a sect of Romulan warrior nuns. Gabrielle makes Burnham confront her own intentions and sense of confusion about her destiny, leading to Burnham withdrawing from the trial. Impressed by this, Ni'Var President T'Rina gives Burnham the SB-19 data. Meanwhile, Saru names Tilly as his acting first officer.",DIS
"Book receives a distress signal from his brother Kyheem, who says their home planet Kwejian is being threatened by the Emerald Chain, a syndicate of Andorians and Orions led by Osyraa. Kwejian's harvests have been devastated by locusts following climate changes caused by the Burn, and Kyheem made a deal with Osyraa to repel the locusts in exchange for giving her access to Kwejian's trance worms. This caused a rift between Book, who wanted to protect the worms, and his brother. Civilizations that receive help from the Emerald Chain often collapse, so Discovery is allowed to travel to Kwejian. Kyheem reveals to Book and Burnham that Osyraa wants Ryn, an Andorian servant that was freed in their prison break on Hunhau. Kyheem agrees to disobey Osyraa in exchange for Discovery and the Federation helping to repel the locusts. Discovery keeps Osyraa from taking Ryn by attacking her with Book's ship, but she sees through the ruse and promises retaliation against the Federation before retreating. Meanwhile, Georgiou appears to be ill and is experiencing blackouts and flashbacks.",DIS
"Part 1 : After studying Georgiou's condition, Culber is visited by Dr. Kovich, a mysterious Starfleet operative, who explains that since Georgiou has both traveled through time and from a different universe, her molecules have moved too far from their origin and she is now likely to die. Consulting with Discovery's computer, which has been augmented with the intelligent Sphere data, Culber believes that Georgiou could be saved by traveling to an uninhabited planet, Dannus V. Stamets and Adira use the SB-19 data to trace the source of the Burn to the Verubin Nebula, and discover a distress signal from a Kelpien starship. On Dannus V, Georgiou and Burnham encounter a strange being named Carl who directs Georgiou to a door. On the other side, she finds herself back in the Mirror Universe during the time she was Emperor. Georgiou finds that her time with Discovery has made her a better person than she was then, and she decides to use her knowledge of the past to alter certain events, including rescuing the slave Saru and sparing the life of the treacherous Michael Burnham. Part 2 : Georgiou hopes to lead an improved Terran Empire with Burnham by her side, and has the latter tortured until she pledges her allegiance. Georgiou reveals to Saru that the Kelpien biological change known as Vahar'ai does not mean it is time for him to be culled; rather, it is a natural process that will make him stronger if he allows it to happen. Burnham and Georgiou work together to hunt Burnham's former lover Gabriel Lorca, but this is a ruse and Burnham soon turns on Georgiou. After a fight, Georgiou kills Burnham before dying herself in Saru's arms. She then returns to Dannus V, where Carl reveals himself to be the Guardian of Forever. He explains that he can send Georgiou to another time and place where she will survive, but he had to test her first and was happy to see her attempt to change the fate of the Terran Empire. Georgiou says goodbye to Burnham before traveling through the Guardian's portal. On Discovery, Book wishes to prove his worth to the crew and uses Emerald Chain technology to help them connect to the computer systems of the Kelpien starship in the Verubin Nebula.",DIS
"Discovery detects a life sign on the starship in the radioactive Verubin Nebula, and Saru suggests this could be the child of one of the starship's scientists. They jump there to investigate, and find a planet made primarily of dilithium inside the nebula. Saru, Burnham, and Culber transport to the planet, leaving Tilly in command of Discovery. On the planet, the away team find themselves inside a complex holographic simulation designed by the scientists to raise and protect the child. They find the child, Su'Kal, and discover that he was born with biology adapted to the planet and radioactive nebula, while the away team suffers from radiation poisoning. Su'Kal is not prepared to deal with reality outside the simulation, and when he becomes upset he creates an energy surge similar to the Burn. An Emerald Chain ship commanded by Osyraa arrives . Book flies into the nebula to retrieve the away team and is able to get Burnham, but the others, plus a stowaway Adira, stay with Su'Kal. Osyraa captures Discovery and forces it to jump to Federation headquarters.",DIS
"Osyraa poses as an under-attack Discovery with blocked communications, and Vance decides to let the ship through the Federation's shields. Burnham and Book use the courier's perilous transwarp network to reach Federation headquarters in time to crash land on Discovery before the shields close. Osyraa sends Zareh to investigate and he captures Book, while Burnham escapes unseen. Book is kept hostage with the bridge crew and Ryn, Stamets is interrogated by scientist Aurellio who plans to replicate Discovery's spore drive, and the rest of Discovery's crew is released from the ship in shuttles. Osyraa proposes a peace treaty between the Federation and the Emerald Chain to Vance. He considers the treaty but insists that Osyraa stand trial for her crimes against the Federation, which is unacceptable to her. The bridge crew escapes with the help of Book and Ryn, who are captured again. Burnham frees Stamets and safely jettisons him from the ship to prevent his capture, despite his wish to use the spore drive to immediately save Culber, Adira, and Saru. Aurellio is horrified when Osyraa kills Ryn.",DIS
"Unable to jump away without Stamets, Osyraa fights her way out of Federation headquarters and shuts off life support for the bridge crew. Despite this, Tilly and the bridge crew are able to plant a bomb in one of the ship's nacelles with the help of the Sphere data, dropping Discovery from warp. Burnham makes her way to the ship's data core, kills Osyraa in a fight, and resets the computer systems. She turns life support back on and beams all of the Emerald Chain fighters off the ship. Aurellio, after a change in heart, suggests that Book could use the spore drive with the empathic abilities his species has, and they jump to the nebula. Saru helps Su'Kal turn the simulation off and come to terms with the death of his mother, as his reaction to that is what caused the Burn, just as Discovery arrives. Saru decides to help Su'Kal start a new life on Kaminar, and Burnham is promoted to captain. The Emerald Chain collapses after Osyraa's death, and planets begin to rejoin the Federation. Discovery sets out to bring dilithium from the nebula to planets that have been cut off by the Burn.",DIS
"Ensign D'Vana Tendi arrives on the USS Cerritos and is given a tour of the starship by ensigns Brad Boimler and Beckett Mariner. Boimler is asked by Captain Carol Freeman to report on any breaches of protocol made by the rebellious Mariner. On a mission, Boimler catches Mariner giving equipment to local farmers. The pair are attacked by a farm animal which destroys Boimler's uniform and covers him in slime. Meanwhile, commander Jack Ransom unknowingly carries an alien virus from the planet surface to the Cerritos and it quickly infects much of the crew. Ensign Sam Rutherford is on a date with Ensign Barnes when this happens. They fight off infected crew members together, but Rutherford loses interest in Barnes because she does not care about the ship's mechanics. Chief medical officer T'Ana uses the slime on Boimler to synthesize an antidote for the virus and is praised by Freeman. Boimler chooses not to report Mariner, to the chagrin of Freeman who is Mariner's mother and was looking for a reason to have her removed from the ship. Mariner offiers to help mentor Boimler.",LD
"Boimler is assigned to a mission to transport Klingon general K'orin to the United Federation of Planets Embassy on Tulgana IV. Mariner has herself assigned to the same mission, revealing that she is old friends with K'orin. The pair drink and reminisce while Boimler flies them to the planet. After they land, a drunken K'orin steals the shuttlecraft. While tracking down K'orin, Boimler feels he is unprepared for field work compared to Mariner, and threatens to quit Starfleet. They are offered assistance from a Ferengi whom Mariner believes is trustworthy, but Boimler cautions against this and is proven correct when the Ferengi pulls a knife on them. Boimler scares the Ferengi away. The pair find K'orin and leave him at the embassy before returning to the Cerritos. Boimler teases Mariner about how he was the one to defeat the Ferengi, unaware that Mariner had staged the incident. Meanwhile, Rutherford transfers from engineering to other divisions hoping to have more time to spend with Tendi. He decides that engineering is where he wants to be, and she chooses to spend time with him while he works.",LD
"The Cerritos is en route to Cardassia Prime for peace negotiations when it is re-assigned to instead deliver ""diplomatic trinkets"" to Gelrak V. This angers Freeman, who believes the Cerritos is not respected by Starfleet. The ensigns teach Tendi about ""buffer time"", a long-standing tradition in which the lower decks crew take time to relax between jobs. Boimler accidentally reveals this to Freeman, who institutes a time deadline for all tasks. The ship descends into chaos as the crew attempts to complete their work on time, and this confusion leads to the away team taking the wrong gift to Gelrak V. Offended by this, the people of Gelrak V attack the Cerritos. The crew is unable to respond until Boimler reminds Freeman that they need to be able to complete work in their own time. She halts the time deadlines and the crew are able to focus on repelling the attackers. Freeman later institutes a new mandate named ""The Boimler Effect"" that encourages crew members to take shortcuts, not blindly follow the rules, and build in ""buffer time"" whenever they deem fit, much to the chagrin of the by-the-book Boimler.",LD
"The Cerritos joins a joint mission with the USS Merced to tow a disabled generation ship. The ship carries terraforming material that converts inert matter to organic matter. Freeman gives Mariner the most disliked jobs in an effort to force her to transfer to another ship, but Mariner finds a way to make these tasks enjoyable. Freeman then promotes Mariner to lieutenant in an effort to bore her into transferring. During the mission, the terraforming material cripples the Merced and begins terraforming the Cerritos. Mariner works with Freeman to escape the terraforming and use environmental controls to return the ship to its previous state, as well as rescue the crew of the Merced. Meanwhile, Tendi's clumsiness prevents Lieutenant O'Connor's spiritual ascension. Despite this, O'Connor nearly sacrifices himself to save Tendi's life during the terraforming disaster. This act causes him to achieve spiritual ascension, though it appears to be a painful process. Mariner is invited to a meeting where she makes fun of an admiral's uncommon pronunciation of the word ""sensor"", leading to her demotion back to ensign.",LD
